cohort_id,cohort_role,analysis_role,inference_key_type,compartment,module_id,contrast_label,excluded_donor_or_library_key,excluded_arm,remaining_comparison_n,remaining_target_n,leave_one_out_effect_target_minus_comparison,leave_one_out_effect_direction,full_effect_direction,direction_agrees_with_full_effect,leave_one_out_status
GSE153066_support,external_count_level_support_only,external_support_effect_size_and_stability_only,presumed_donor_or_library_key,NP,inflammatory_nfkb,degenerated_minus_relatively_normal,IDD8,target,8,7,0.71284716,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample1,comparison,3,4,0.79278516,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample2,comparison,3,4,1.27556507,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample3,comparison,3,4,0.75642758,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample4,comparison,3,4,0.22502467,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample5,target,4,3,0.71726691,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample6,target,4,3,0.73715674,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample7,target,4,3,0.64073122,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,disc_matrix_homeostasis,severe_minus_mild,Sample8,target,4,3,0.95464762,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
GSE165722_score_level,external_normalized_count_score_level_direction_only,score_level_direction_and_stability_only,presumed_donor_level_sample_key,NP,ecm_collagen_remodeling,severe_minus_mild,Sample1,comparison,3,4,1.39088652,positive_higher_target_severity,positive_higher_target_severity,true,available_unweighted_target_minus_comparison_mean_difference
