dataset,gsm,donor_id,compartment,disease_state,module_id,gene_symbol,feature_rows_mapped,supplied_value_sum,total_supplied_value
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,ADAMTS5,1,3361.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL1A1,1,393023.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL1A2,1,401002.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL3A1,1,530182.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL5A1,1,33851.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL5A2,1,61143.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL6A1,1,43527.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL6A2,1,16387.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,COL6A3,1,43420.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,DCN,1,320107.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,FN1,1,1070422.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,LOX,1,8138.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,LOXL2,1,17785.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,LUM,1,274904.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,MMP2,1,11805.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,MMP3,1,26032.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,MMP9,1,4649.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,MMP13,1,2593.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,POSTN,1,29121.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,SPARC,1,455887.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,TIMP1,1,2259.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,TIMP2,1,57417.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,ecm_collagen_remodeling,TNC,1,25556.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,CCL2,1,1189.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,CCL5,1,469.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,CXCL8,1,61556.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,FOS,1,74377.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,IKBKB,1,357.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,IKBKG,0,0.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,IL1B,1,20220.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,IL6,1,560.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,JUN,1,21048.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,NFKB1,1,2449.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,NFKB2,1,696.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,NFKBIA,1,29947.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,NLRP3,1,472.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,RELA,1,3248.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,RELB,1,252.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,STAT3,1,2692.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,TICAM1,1,421.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,TLR2,1,786.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,TLR4,1,929.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,TNF,1,2857.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,inflammatory_nfkb,TNFRSF1A,1,2781.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,BNIP3,1,6409.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,CA9,1,1648.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,EGLN1,1,1449.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,EPAS1,1,1904.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,GCLM,1,3309.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,GPX1,1,1368.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,HIF1A,1,7944.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,HMOX1,1,27232.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,LDHA,1,61130.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,NFE2L2,1,7333.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,NQO1,1,726.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,PDK1,1,481.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,PRDX1,1,2793.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,SLC2A1,1,4862.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,SOD1,1,26997.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,SOD2,1,44994.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,TXN,1,14371.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,hypoxia_oxidative_stress,VEGFA,1,18692.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,ACAN,1,26595.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,B3GAT1,1,11.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,BGN,1,13804.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,CILP,1,90100.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,COL2A1,1,120613.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,COL9A1,1,1487.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,COL9A2,1,6851.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,COL9A3,1,5147.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,COMP,1,16144.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,FMOD,1,162238.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,HAPLN1,1,23049.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,HAS2,1,480.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,KRT19,1,1.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,MATN3,1,783.00000000,35277305.00000000
GSE165722,GSM5048714,Sample7,NP,severe,disc_matrix_homeostasis,SOX9,1,37698.00000000,35277305.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,ADAMTS4,1,84.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,ADAMTS5,1,213.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL1A1,1,26740.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL1A2,1,28847.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL3A1,1,55891.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL5A1,1,2123.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL5A2,1,5112.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL6A1,1,3264.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL6A2,1,644.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,COL6A3,1,5401.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,DCN,1,32974.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,FN1,1,75913.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,LOX,1,1003.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,LOXL2,1,741.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,LUM,1,33351.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,MMP2,1,3554.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,MMP3,1,1957.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,MMP9,1,4896.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,MMP13,1,2383.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,POSTN,1,7208.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,SPARC,1,35599.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,TIMP1,1,2555.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,TIMP2,1,9343.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,ecm_collagen_remodeling,TNC,1,3546.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,CCL2,1,689.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,CCL5,1,484.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,CXCL8,1,140884.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,FOS,1,20718.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,IKBKB,1,269.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,IKBKG,1,2.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,IL1B,1,43635.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,IL6,1,1093.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,JUN,1,3684.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,NFKB1,1,2644.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,NFKB2,1,727.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,NFKBIA,1,19272.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,NLRP3,1,1110.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,RELA,1,1477.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,RELB,1,198.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,STAT3,1,2528.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,TICAM1,1,197.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,TLR2,1,2010.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,TLR4,1,1482.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,TNF,1,2281.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,inflammatory_nfkb,TNFRSF1A,1,1685.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,BNIP3,1,429.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,CA9,1,55.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,EGLN1,1,602.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,EPAS1,1,330.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,GCLM,1,1451.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,GPX1,1,1815.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,HIF1A,1,2327.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,HMOX1,1,4836.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,LDHA,1,7760.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,NFE2L2,1,5122.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,NQO1,1,86.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,PDK1,1,112.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,PRDX1,1,748.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,SLC2A1,1,684.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,SOD1,1,4236.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,SOD2,1,42202.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,TXN,1,4825.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,hypoxia_oxidative_stress,VEGFA,1,3462.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,ACAN,1,4922.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,B3GAT1,1,16.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,BGN,1,7082.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,CILP,1,1919.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,COL2A1,1,5271.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,COL9A1,1,38.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,COL9A2,1,357.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,COL9A3,1,252.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,COMP,1,2157.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,FMOD,1,7156.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,HAPLN1,1,2007.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,HAS2,1,132.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,KRT19,1,44.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,MATN3,1,35.00000000,9957021.00000000
GSE165722,GSM5048715,Sample8,NP,severe,disc_matrix_homeostasis,SOX9,1,3219.00000000,9957021.00000000
