archive,archive_sha256,archive_bytes,inspected_at_utc,member,bytes,is_file
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235338_AF_SP21_017_matrix.mtx.gz,26816096,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235339_AF_SP22_002_barcodes.tsv.gz,20490,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235339_AF_SP22_002_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235339_AF_SP22_002_matrix.mtx.gz,51914584,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235340_AF_SP22_003_barcodes.tsv.gz,24164,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235340_AF_SP22_003_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235340_AF_SP22_003_matrix.mtx.gz,63706099,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235341_NP_SP21_007_barcodes.tsv.gz,20116,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235341_NP_SP21_007_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235341_NP_SP21_007_matrix.mtx.gz,57062455,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235342_NP_SP21_011_barcodes.tsv.gz,10009,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235342_NP_SP21_011_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235342_NP_SP21_011_matrix.mtx.gz,39286281,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235343_NP_SP21_013_barcodes.tsv.gz,14199,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235343_NP_SP21_013_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235343_NP_SP21_013_matrix.mtx.gz,47624522,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235344_NP_SP21_014_barcodes.tsv.gz,17377,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235344_NP_SP21_014_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235344_NP_SP21_014_matrix.mtx.gz,51213412,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235345_NP_SP21_016_barcodes.tsv.gz,11630,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235345_NP_SP21_016_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235345_NP_SP21_016_matrix.mtx.gz,25392957,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235346_NP_SP21_017_barcodes.tsv.gz,16671,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235346_NP_SP21_017_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235346_NP_SP21_017_matrix.mtx.gz,29190535,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235347_NP_SP22_002_barcodes.tsv.gz,21213,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235347_NP_SP22_002_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235347_NP_SP22_002_matrix.mtx.gz,34804363,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235348_NP_SP22_003_barcodes.tsv.gz,60483,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235348_NP_SP22_003_features.tsv.gz,294508,True
GSE230808_RAW.tar,cbff3048581362d69ef5eb33130d5dd97b52a501af1b0a1789c2484012c811ec,737361920,2026-08-13T16:26:44.337048+00:00,GSM7235348_NP_SP22_003_matrix.mtx.gz,80529646,True
